period,train_start,train_end,test_start,test_end,candidate,selected,profile,donchian,donchian_exit,volume_mult,sl_atr_mult,selector_mode,profile_universe,train_score,train_trades,train_win_rate,train_return_pct,train_cagr_pct,train_max_dd_pct,train_max_dd_peak_pct,train_final_equity,test_trades,test_win_rate,test_return_pct,test_cagr_pct,test_max_dd_pct,test_max_dd_peak_pct,test_final_equity
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,balanced|D15|DX8|VOL1.5|SL2.0,False,balanced,15,8,1.5,2.0,risk_capped,"conservative,balanced,growth_70_compound",42.02304183692784,140,87.14285714285714,124.066071112877,80.2082014823492,2.952334378703963,2.952334378703963,2240.66071112877,27,81.48148148148148,11.014623941611672,58.03935241457347,1.9824576689729307,1.9824576689729307,1110.1462394161167
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,growth_70_compound|D15|DX8|VOL1.5|SL2.0,False,growth_70_compound,15,8,1.5,2.0,risk_capped,"conservative,balanced,growth_70_compound",48.83761899415459,140,87.14285714285714,192.24664031017565,118.77472914887383,3.936445802838705,3.936445802838705,2922.4664031017564,27,81.48148148148148,14.92561380020097,83.91863025961122,2.6432768917695406,2.6432768917695406,1149.2561380020097
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,conservative|D15|DX8|VOL1.5|SL2.5,False,conservative,15,8,1.5,2.5,risk_capped,"conservative,balanced,growth_70_compound",35.33380636040227,139,87.05035971223022,55.63584628458229,38.11474026167851,1.574578343388784,1.574578343388784,1556.358462845823,27,81.48148148148148,5.743465144334709,27.711644082842856,1.0573107569715292,1.0573107569715292,1057.434651443347
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,balanced|D15|DX8|VOL1.5|SL2.5,False,balanced,15,8,1.5,2.5,risk_capped,"conservative,balanced,growth_70_compound",40.010056164400496,140,87.14285714285714,94.49845027957281,62.520738114757116,2.3618674737991023,2.3618674737991023,1944.984502795728,27,81.48148148148148,8.726829048102696,44.26296158020495,1.5859661352661494,1.5859661352661494,1087.268290481027
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,growth_70_compound|D15|DX8|VOL1.5|SL2.5,False,growth_70_compound,15,8,1.5,2.5,risk_capped,"conservative,balanced,growth_70_compound",45.17223765966083,140,87.85714285714286,142.25445209582998,90.7736504618277,3.1491566383673826,3.1491566383673826,2422.5445209583,27,81.48148148148148,11.786946446033062,62.91196730781765,2.114621513348929,2.114621513348929,1117.8694644603306
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,conservative|D15|DX8|VOL2.0|SL1.5,False,conservative,15,8,2.0,1.5,risk_capped,"conservative,balanced,growth_70_compound",37.89957930900973,73,86.3013698630137,53.552611987919086,36.762730215595795,1.4130133622667473,1.4130133622667473,1535.526119879191,12,75.0,3.1161446697777593,14.38545448752151,1.7621845948175456,1.7621845948175456,1031.1614466977776
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,balanced|D15|DX8|VOL2.0|SL1.5,False,balanced,15,8,2.0,1.5,risk_capped,"conservative,balanced,growth_70_compound",42.34836823351286,73,87.67123287671232,89.75637652813406,59.618548232169545,2.119476623826661,2.119476623826661,1897.5637652813405,12,75.0,4.698845866855823,22.277203315092198,2.643276891948257,2.643276891948257,1046.9884586685582
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,growth_70_compound|D15|DX8|VOL2.0|SL1.5,False,growth_70_compound,15,8,2.0,1.5,risk_capped,"conservative,balanced,growth_70_compound",47.44663675697873,73,87.67123287671232,134.07997038285552,86.05266932850597,2.825910950645712,2.825910950645712,2340.7997038285553,12,75.0,6.298124214904783,30.671877661791203,3.5243691890047115,3.5243691890047115,1062.9812421490478
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,conservative|D15|DX8|VOL2.0|SL2.0,False,conservative,15,8,2.0,2.0,risk_capped,"conservative,balanced,growth_70_compound",27.965490401912042,73,87.67123287671232,39.094391529813905,27.23776206916504,1.3979512237389895,1.3979512237389895,1390.943915298139,12,75.0,2.3309734003253197,10.619354809298208,1.3216384458508044,1.3216384458508044,1023.3097340032532
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,balanced|D15|DX8|VOL2.0|SL2.0,False,balanced,15,8,2.0,2.0,risk_capped,"conservative,balanced,growth_70_compound",30.42190330947886,73,89.04109589041096,63.792505446659995,43.36219410250062,2.0969268358296147,2.0969268358296147,1637.9250544666,12,75.0,3.5102724457972045,16.312802067675737,1.9824576687086524,1.9824576687086524,1035.102724457972
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,growth_70_compound|D15|DX8|VOL2.0|SL2.0,False,growth_70_compound,15,8,2.0,2.0,risk_capped,"conservative,balanced,growth_70_compound",33.149179474616325,73,89.04109589041096,92.68187202847325,61.411259256720044,2.7959024475837637,2.7959024475837637,1926.8187202847325,12,75.0,4.698845866855823,22.277203315092198,2.643276891948257,2.643276891948257,1046.9884586685582
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,conservative|D15|DX8|VOL2.0|SL2.5,False,conservative,15,8,2.0,2.5,risk_capped,"conservative,balanced,growth_70_compound",28.023078855262685,73,87.67123287671232,31.33991790282087,22.019606625969203,1.118360978987692,1.118360978987692,1313.3991790282087,12,75.0,1.8618395001372732,8.415264714651084,1.0573107569975249,1.0573107569975249,1018.6183950013727
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,balanced|D15|DX8|VOL2.0|SL2.5,False,balanced,15,8,2.0,2.5,risk_capped,"conservative,balanced,growth_70_compound",30.02105148842939,73,87.67123287671232,50.36155880400523,34.68209961682509,1.6775414686396113,1.6775414686396113,1503.6155880400522,12,75.0,2.801583242966262,12.864961634568006,1.5859661349025798,1.5859661349025798,1028.0158324296626
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,growth_70_compound|D15|DX8|VOL2.0|SL2.5,False,growth_70_compound,15,8,2.0,2.5,risk_capped,"conservative,balanced,growth_70_compound",32.19854165124578,73,89.04109589041096,72.01918513022103,48.58368561542028,2.2367219581025517,2.2367219581025517,1720.1918513022104,12,75.0,3.747243553588896,17.48363158102697,2.114621513540724,2.114621513540724,1037.472435535889
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,conservative|D15|DX10|VOL1.2|SL1.5,False,conservative,15,10,1.2,1.5,risk_capped,"conservative,balanced,growth_70_compound",50.9653516057146,201,81.09452736318407,137.41603687493605,87.98462801176912,2.6962638840998006,2.6962638840998006,2374.1603687493607,40,70.0,11.23979002938661,59.448156619903415,1.9488441639238858,1.9488441639238858,1112.397900293866
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,balanced|D15|DX10|VOL1.2|SL1.5,False,balanced,15,10,1.2,1.5,risk_capped,"conservative,balanced,growth_70_compound",65.15536826487276,201,81.09452736318407,263.51409935648974,156.55502179648485,4.044395824534971,4.044395824534971,3635.140993564897,40,70.0,17.2651338555371,100.89068420493264,2.9191834400171897,2.9191834400171897,1172.651338555371
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,growth_70_compound|D15|DX10|VOL1.2|SL1.5,False,growth_70_compound,15,10,1.2,1.5,risk_capped,"conservative,balanced,growth_70_compound",84.24463617940584,201,81.09452736318407,454.2915391454996,249.0831788354004,5.392527759014219,5.392527759014219,5542.915391454996,40,70.0,23.575304816761786,152.7323315364101,3.8874475969886433,3.8874475969886433,1235.7530481676179
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,conservative|D15|DX10|VOL1.2|SL2.0,False,conservative,15,10,1.2,2.0,risk_capped,"conservative,balanced,growth_70_compound",48.8621065356775,198,81.81818181818183,102.13804147986056,67.1564268488436,2.0903323397504923,2.0903323397504923,2021.3804147986057,38,78.94736842105263,10.721045315550487,56.2169579994833,1.465778822780671,1.465778822780671,1107.2104531555049
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,balanced|D15|DX10|VOL1.2|SL2.0,False,balanced,15,10,1.2,2.0,risk_capped,"conservative,balanced,growth_70_compound",60.89627349875627,200,82.5,190.72034642316592,117.9400579571217,3.131888627422516,3.131888627422516,2907.2034642316594,38,78.94736842105263,16.47509651063938,95.0297598129547,2.1893662390769975,2.1893662390769975,1164.7509651063938
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,growth_70_compound|D15|DX10|VOL1.2|SL2.0,False,growth_70_compound,15,10,1.2,2.0,risk_capped,"conservative,balanced,growth_70_compound",75.04099122306134,200,82.5,313.0058357154071,181.60996421676643,4.17113141249679,4.17113141249679,4130.058357154071,38,78.94736842105263,22.507311234929468,143.3041942980686,2.906956990055831,2.906956990055831,1225.0731123492947
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,conservative|D15|DX10|VOL1.2|SL2.5,False,conservative,15,10,1.2,2.5,risk_capped,"conservative,balanced,growth_70_compound",43.064964988651745,194,81.95876288659794,72.04969643938784,48.60292395316532,1.6730466739813674,1.6730466739813674,1720.4969643938784,38,78.94736842105263,8.694215330667431,44.07352127946087,1.1746308621362318,1.1746308621362318,1086.9421533066743
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,balanced|D15|DX10|VOL1.2|SL2.5,False,balanced,15,10,1.2,2.5,risk_capped,"conservative,balanced,growth_70_compound",50.89025298482998,197,82.23350253807106,127.59391673367546,82.27507027660326,2.5072368331851345,2.5072368331851345,2275.9391673367545,38,78.94736842105263,13.30168580552977,72.80460364124326,1.7559430236959863,1.7559430236959863,1133.0168580552977
4,2024-01-19 20:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,2025-08-25 00:00:00,growth_70_compound|D15|DX10|VOL1.2|SL2.5,False,growth_70_compound,15,10,1.2,2.5,risk_capped,"conservative,balanced,growth_70_compound",59.465007972581425,197,82.74111675126903,198.60837530403379,122.24113620689145,3.3399200988186135,3.3399200988186135,2986.083753040338,38,78.94736842105263,18.091295623314434,107.1640281524925,2.3333593190818918,2.3333593190818918,1180.9129562331443
