symbol,entry_time,exit_time,side,entry,exit,size,notional,commission,slippage,funding,bars_held,exit_reason,soft_sl,hard_sl,liquidation_price,entry_equity,pnl_return_pct,risk_pct,risk_mult,risk_reasons,pnl,btc_return_pct,eth_return_pct,eth_minus_btc_pct,btc_realized_vol_pct,rotation_regime,rotation_alignment,rotation_overlay_fold,rotation_overlay_multiplier,rotation_overlay_reason,overlay_pnl,overlay_pnl_return_pct
TRX/USDT,2026-01-14 04:00:00+00:00,2026-01-14 08:00:00,long,0.3,0.3,105362.429749,32105.7,25.6846,48.1585,1.6053,1,soft_sl,0.3049,0.3,,10120.9799,-0.294179,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned|vp:inside_value,-29.77,5.4789324836129305,8.255908615142072,2.7769761315291417,0.6546050133765328,eth_alt_leads_up,with_rotation,3.0,1.0,rotation_overlay:keep,-29.77,-0.294179
LINK/USDT,2026-01-14 20:00:00+00:00,2026-01-15 00:00:00,long,14.22,14.3,938.63936,13386.43,10.7091,20.0796,1.3386,1,soft_sl,14.301,14.05,,10091.2061,0.416918,0.04763,1.191,daily:aligned|obv:aligned|pattern:strong_contra|vp:long_above_value,42.07,7.255912369945516,7.780449307981185,0.524536938035669,0.8021437565060765,mixed_neutral,neutral_rotation,3.0,1.0,rotation_overlay:keep,42.07,0.416918
TRX/USDT,2026-01-15 20:00:00+00:00,2026-01-16 00:00:00,long,0.31,0.31,90627.841336,28189.52,22.5516,42.2843,1.1592,1,soft_sl,0.3123,0.31,,10133.2782,1.507711,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned|vp:long_above_value,152.78,3.9721460784409857,5.566077946883841,1.593931868442855,0.8705413421656798,eth_alt_leads_up,with_rotation,3.0,1.0,rotation_overlay:keep,152.78,1.507711
DOGE/USDT,2026-01-29 20:00:00+00:00,2026-01-30 00:00:00,short,0.12,0.12,95252.397334,10988.67,8.7909,16.483,0.5494,1,soft_sl,0.1153,0.12,,10286.0587,-0.05427,0.04763,1.191,daily:aligned|obv:aligned|vp:short_below_value,-5.58,-4.531544149076472,-4.292011471830359,0.23953267724611305,0.9936562205881546,risk_off_broad,with_rotation,3.0,1.0,rotation_overlay:keep,-5.58,-0.05427
DOGE/USDT,2026-01-30 08:00:00+00:00,2026-01-30 12:00:00,short,0.11,0.11,81290.951896,9254.14,7.4033,13.8812,0.4627,1,soft_sl,0.1132,0.12,,10280.4765,0.816807,0.045,1.125,market:trend|adx:trend|daily:aligned|obv:aligned|vp:short_below_value|funding_window,83.97,-6.249780547504235,-6.472468698129063,-0.22268815062482794,1.1116270296082595,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,83.97,0.816807
TRX/USDT,2026-01-31 20:00:00+00:00,2026-02-01 00:00:00,short,0.29,0.28,64799.816381,18446.05,14.7568,27.6691,0.9223,1,soft_sl,0.2841,0.29,,10364.4481,0.304506,0.035,0.875,market:trend|adx:trend|daily:aligned|obv:aligned|vp:short_below_value|weekend,31.56,-13.043006324722828,-21.01616781361413,-7.9731614888913,1.478962190189741,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,31.56,0.304506
DOGE/USDT,2026-02-05 20:00:00+00:00,2026-02-06 00:00:00,short,0.09,0.09,44702.657638,3989.28,3.1914,5.9839,0.3982,1,soft_sl,0.0873,0.09,,10396.0085,1.54169,0.03674,0.918,market:trend|adx:strong|daily:aligned|obv:aligned|vol:high|rsi:cold_short|vp:short_below_value,160.27,-16.681907350266666,-17.27696104732267,-0.5950536970560023,1.63281582092866,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,160.27,1.54169
TRX/USDT,2026-02-05 20:00:00+00:00,2026-02-06 00:00:00,short,0.27,0.27,63769.157183,17273.17,13.8185,25.9098,27.8608,1,soft_sl,0.2691,0.27,,10396.0085,1.471915,0.0335,1.25,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|pattern:aligned|vp:short_below_value,153.02,-16.681907350266666,-17.27696104732267,-0.5950536970560023,1.63281582092866,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,153.02,1.471915
DOGE/USDT,2026-02-11 20:00:00+00:00,2026-02-12 00:00:00,short,0.09,0.09,97675.059757,8857.71,7.0862,13.2866,0.1054,1,soft_sl,0.0904,0.09,,10709.3031,0.382466,0.0474,1.185,adx:strong|daily:aligned|obv:aligned|vp:inside_value,40.96,-5.3701965509029055,-8.208828842390492,-2.8386322914875866,1.2127138778615971,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,40.96,0.382466
DOGE/USDT,2026-02-28 12:00:00+00:00,2026-02-28 12:00:00,short,0.09,0.09,75974.532853,6787.56,5.4301,10.1813,0.3394,1,soft_sl,0.09,0.09,,10750.2626,-1.08125,0.035,0.875,market:trend|adx:trend|daily:aligned|obv:aligned|pattern:contra|vp:short_below_value|weekend,-116.24,-2.4256575637608524,-3.272770713870188,-0.8471131501093354,1.4277017397595555,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,-116.24,-1.08125
TRX/USDT,2026-02-28 16:00:00+00:00,2026-02-28 16:00:00,short,0.28,0.28,80986.074584,22681.36,18.1451,34.022,1.1341,1,soft_sl,0.28,0.28,,10634.0254,-0.402228,0.02579,0.645,daily:aligned|obv:aligned|vp:inside_value|vp:near_poc|weekend|funding_window,-42.77,-3.8037596697262477,-5.717238158639937,-1.913478488913689,1.2727124629818631,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,-42.77,-0.402228
TRX/USDT,2026-03-09 00:00:00+00:00,2026-03-09 00:00:00,long,0.29,0.29,87575.152154,25355.2,20.2842,38.0328,1.2678,1,soft_sl,0.29,0.29,,10591.2524,0.222936,0.02733,0.683,daily:aligned|obv:aligned|vp:long_above_value|weekly_open|funding_window|daily_close,23.61,-6.944483648249655,-6.573270661815089,0.3712129864345659,0.8210386893238198,risk_off_broad,against_rotation,,1.0,rotation_overlay:no_test_fold,23.61,0.222936
DOGE/USDT,2026-03-10 20:00:00+00:00,2026-03-11 00:00:00,short,0.09,0.09,59078.523283,5571.31,4.457,8.357,-0.5103,1,soft_sl,0.0939,0.1,,10614.8641,0.347707,0.02936,0.734,adx:weak|daily:aligned|obv:against|pattern:aligned|vp:inside_value,36.91,4.418981364087893,4.187798424777767,-0.23118293931012612,1.0729778278202178,mixed_neutral,neutral_rotation,,1.0,rotation_overlay:no_test_fold,36.91,0.347707
TRX/USDT,2026-03-17 16:00:00+00:00,2026-03-17 20:00:00,long,0.3,0.31,109123.230048,33287.36,26.6299,49.931,3.3287,1,soft_sl,0.3058,0.3,,10651.7727,0.773873,0.04248,1.062,adx:strong|daily:aligned|obv:aligned|rsi:hot_long|pattern:aligned|vp:long_above_value|funding_window,82.43,4.711103173995723,11.629331339972504,6.918228165976781,0.6539337733513748,eth_alt_leads_up,with_rotation,,1.0,rotation_overlay:no_test_fold,82.43,0.773873
DOGE/USDT,2026-03-18 20:00:00+00:00,2026-03-19 00:00:00,short,0.09,0.09,108597.234088,10240.07,8.1921,15.3601,0.5854,1,soft_sl,0.094,0.1,,10734.2039,0.39429,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned|vp:inside_value,42.32,-0.6780376759066509,3.4360161527791533,4.114053828685805,0.9601685807030894,eth_alt_leads_up,against_rotation,,1.0,rotation_overlay:no_test_fold,42.32,0.39429
LINK/USDT,2026-03-19 20:00:00+00:00,2026-03-20 00:00:00,short,9.03,9.01,1337.317162,12059.26,9.6474,18.0889,0.603,1,soft_sl,9.009,9.21,,10776.5278,-0.05201,0.04953,1.238,market:trend|adx:strong|daily:aligned|obv:aligned|vp:inside_value|vp:near_poc,-5.6,-4.998999036911189,-8.154147245899113,-3.1551482089879235,0.8889836661568251,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,-5.6,-0.05201
DOGE/USDT,2026-03-22 04:00:00+00:00,2026-03-22 08:00:00,short,0.09,0.09,91262.863664,8382.56,6.706,12.5738,0.4191,1,soft_sl,0.0914,0.09,,10770.923,0.544523,0.03167,0.792,adx:trend|daily:aligned|obv:aligned|pattern:contra|vp:inside_value|weekend,58.65,-2.6313571227873034,-4.434001094591711,-1.8026439718044074,0.8425709825407098,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,58.65,0.544523
TRX/USDT,2026-03-22 20:00:00+00:00,2026-03-22 20:00:00,long,0.32,0.31,60896.874629,19113.7,15.291,28.6706,0.9557,1,soft_sl,0.31,0.31,,10829.5731,-4.767122,0.035,0.875,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:hot_long|pattern:aligned|vp:long_above_value|weekend,-516.26,-2.9366495284986693,-3.644409553315664,-0.7077600248169946,0.7960254636783756,risk_off_broad,against_rotation,,1.0,rotation_overlay:no_test_fold,-516.26,-4.767122
DOGE/USDT,2026-03-27 16:00:00+00:00,2026-03-27 16:00:00,short,0.09,0.09,108736.977801,9802.64,7.8421,14.704,0.4901,1,soft_sl,0.09,0.09,,10313.3141,0.092937,0.03878,0.97,daily:aligned|obv:aligned|vp:inside_value|funding_window,9.58,-5.363435508328596,-6.747948812865201,-1.384513304536605,0.9960248285285205,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,9.58,0.092937
LINK/USDT,2026-03-27 16:00:00+00:00,2026-03-27 20:00:00,short,8.6,8.5,817.941661,6993.89,5.5951,10.4908,0.3497,1,soft_sl,8.4962,8.68,,10313.3141,0.703522,0.02872,1.072,daily:aligned|obv:aligned|vp:short_below_value|funding_window,72.56,-5.363435508328596,-6.747948812865201,-1.384513304536605,0.9960248285285205,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,72.56,0.703522
LINK/USDT,2026-03-29 04:00:00+00:00,2026-03-29 08:00:00,short,8.54,8.5,1109.761503,9450.92,7.5607,14.1764,0.4725,1,soft_sl,8.4954,8.66,,10395.4554,0.230985,0.035,0.875,market:trend|adx:strong|daily:aligned|obv:aligned|vp:short_below_value|weekend,24.01,-5.651936531046708,-6.598517761308454,-0.9465812302617458,0.874670767450793,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,24.01,0.230985
TRX/USDT,2026-03-30 04:00:00+00:00,2026-03-30 08:00:00,long,0.32,0.32,81497.238124,26337.77,21.0702,39.5067,1.3169,1,soft_sl,0.3234,0.32,,10419.4673,-0.228359,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned|vp:inside_value,-23.79,-2.311985659577931,-1.2366230677764434,1.0753625918014875,0.931321059186791,alt_resilient_down,neutral_rotation,,1.0,rotation_overlay:no_test_fold,-23.79,-0.228359
TRX/USDT,2026-04-04 16:00:00+00:00,2026-04-04 20:00:00,long,0.32,0.32,82743.556562,26236.97,20.9896,39.3555,1.3118,1,soft_sl,0.3175,0.32,,10395.6735,0.103746,0.03001,0.75,daily:aligned|obv:aligned|vp:long_above_value|weekend|funding_window,10.79,-2.2063969104345382,-3.6913113363606143,-1.484914425926076,0.7462113557752109,risk_off_broad,against_rotation,,1.0,rotation_overlay:no_test_fold,10.79,0.103746
LINK/USDT,2026-04-16 20:00:00+00:00,2026-04-17 00:00:00,long,9.64,9.67,1428.3909,13794.61,11.0357,20.6919,0.6897,1,soft_sl,9.6719,9.49,,10406.4586,0.08517,0.05,1.25,adx:trend|daily:aligned|obv:aligned|vp:long_above_value,8.86,2.780317773998875,4.298160268883788,1.5178424948849134,0.7798522530958127,eth_alt_leads_up,with_rotation,,1.0,rotation_overlay:no_test_fold,8.86,0.08517
DOGE/USDT,2026-04-17 20:00:00+00:00,2026-04-17 20:00:00,long,0.1,0.1,124557.097553,12451.97,9.9616,18.678,0.6226,1,soft_sl,0.1,0.1,,10415.3218,-0.209199,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned|vp:long_above_value,-21.79,4.276831984296914,4.927049910488046,0.6502179261911323,0.9008419002430731,mixed_neutral,neutral_rotation,,1.0,rotation_overlay:no_test_fold,-21.79,-0.209199
LINK/USDT,2026-04-17 20:00:00+00:00,2026-04-18 00:00:00,long,9.67,9.7,880.612968,8526.98,6.8216,12.7905,0.4263,1,soft_sl,9.7,9.5,,10415.3218,0.095076,0.0335,1.25,market:trend|adx:strong|daily:aligned|obv:aligned|vp:long_above_value,9.9,4.276831984296914,4.927049910488046,0.6502179261911323,0.9008419002430731,mixed_neutral,neutral_rotation,,1.0,rotation_overlay:no_test_fold,9.9,0.095076
DOGE/USDT,2026-04-27 08:00:00+00:00,2026-04-27 12:00:00,long,0.1,0.1,149154.148806,14626.09,11.7009,21.9391,0.7313,1,soft_sl,0.0984,0.1,,10403.4355,0.559227,0.04072,1.018,adx:trend|daily:aligned|obv:aligned|pattern:contra|vp:inside_value|funding_window,58.18,-0.082194781017908,0.17355625862913726,0.25575103964704526,0.6311673284548325,mixed_neutral,neutral_rotation,,1.0,rotation_overlay:no_test_fold,58.18,0.559227
DOGE/USDT,2026-04-29 08:00:00+00:00,2026-04-29 12:00:00,long,0.1,0.11,140675.273411,15182.94,12.1464,22.7744,1.5183,1,soft_sl,0.1109,0.11,,10461.6143,7.743974,0.04461,1.115,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:hot_long|pattern:aligned|vp:long_above_value|funding_window,810.14,-1.354957309300997,-0.3179943610716496,1.0369629482293474,0.7140800069334673,alt_resilient_down,neutral_rotation,,1.0,rotation_overlay:no_test_fold,810.14,7.743974
