symbol,entry_time,exit_time,side,entry,exit,size,notional,commission,slippage,funding,bars_held,exit_reason,soft_sl,hard_sl,risk_pct,risk_mult,risk_reasons,pnl
BNB/USDT,2024-09-23 08:00:00,2024-09-23 12:00:00,long,591.15,592.72,5.732798,3393.45,2.7148,5.0902,0.1697,1,soft_sl,592.7225,583.77,0.04491,1.123,adx:strong|daily:aligned|obv:aligned|funding_window,1.04
SOL/USDT,2024-10-07 08:00:00,2024-10-07 12:00:00,long,147.98,148.97,16.706527,2480.53,1.9844,3.7208,0.124,1,soft_sl,148.9714,146.18,0.04082,1.021,daily:aligned|obv:aligned|funding_window,10.7
BNB/USDT,2024-10-07 08:00:00,2024-10-07 12:00:00,long,575.74,577.24,4.480003,2582.67,2.0661,3.874,0.1291,1,soft_sl,577.236,570.25,0.02735,1.021,daily:aligned|obv:aligned|funding_window,0.63
ETH/USDT,2024-10-20 20:00:00,2024-10-21 00:00:00,long,2699.21,2750.56,1.271782,3465.46,2.7724,5.1982,0.3465,1,soft_sl,2750.5585,2718.98,0.03493,0.873,adx:strong|daily:aligned|obv:aligned|weekend,56.99
ETH/USDT,2024-10-21 04:00:00,2024-10-21 08:00:00,long,2734.83,2744.43,1.701482,4661.43,3.7291,6.9921,0.4661,1,soft_sl,2744.4265,2709.88,0.0499,1.247,adx:strong|daily:aligned|obv:aligned,5.14
SOL/USDT,2024-10-24 00:00:00,2024-10-24 04:00:00,long,170.82,174.34,10.880483,1877.75,1.5022,2.8166,0.0939,1,soft_sl,174.339,170.39,0.03644,0.911,adx:trend|daily:aligned|obv:aligned|funding_window|daily_close,33.88
ETH/USDT,2024-10-26 04:00:00,2024-10-26 08:00:00,short,2451.39,2450.56,0.856947,2100.35,1.6803,3.1505,0.105,1,soft_sl,2450.557,2499.47,0.035,0.875,market:trend|adx:strong|daily:aligned|obv:aligned|weekend,-4.22
ETH/USDT,2024-10-29 08:00:00,2024-10-29 12:00:00,long,2613.09,2634.83,1.279942,3358.52,2.6868,5.0378,0.1679,1,soft_sl,2634.833,2592.8,0.045,1.125,market:trend|adx:trend|daily:aligned|obv:aligned|funding_window,19.94
BNB/USDT,2024-10-29 08:00:00,2024-10-29 12:00:00,long,604.58,607.47,5.084143,3081.12,2.4649,4.6217,0.1541,1,soft_sl,607.47,601.04,0.02735,1.021,daily:aligned|obv:aligned|funding_window,7.45
ETH/USDT,2024-10-29 20:00:00,2024-10-30 00:00:00,long,2624.43,2645.15,1.430758,3769.75,3.0158,5.6546,0.377,1,soft_sl,2645.153,2602.89,0.05,1.25,market:trend|adx:trend|daily:aligned|obv:aligned,20.6
BNB/USDT,2024-11-02 20:00:00,2024-11-03 00:00:00,short,569.54,567.18,6.164202,3503.48,2.8028,5.2552,0.0,1,soft_sl,567.177,574.1,0.035,0.875,market:trend|adx:strong|daily:aligned|obv:aligned|weekend,6.51
BNB/USDT,2024-11-03 20:00:00,2024-11-04 00:00:00,short,556.89,555.86,5.791866,3222.45,2.578,4.8337,0.0,1,soft_sl,555.8615,563.25,0.035,0.875,market:trend|adx:strong|daily:aligned|obv:aligned|weekend,-1.45
ETH/USDT,2024-11-05 04:00:00,2024-11-05 08:00:00,short,2419.73,2416.75,1.438509,3478.66,2.7829,5.218,0.1739,1,soft_sl,2416.7465,2459.14,0.0499,1.247,adx:strong|daily:aligned|obv:aligned,-3.88
SOL/USDT,2024-11-06 08:00:00,2024-11-06 12:00:00,long,184.07,186.45,8.343947,1545.8,1.2366,2.3187,0.0773,1,soft_sl,186.45,181.38,0.0347,0.868,daily:aligned|obv:aligned|rsi:hot_long|funding_window,16.23
SOL/USDT,2024-11-11 20:00:00,2024-11-12 00:00:00,long,217.96,223.39,7.992546,1763.76,1.411,2.6456,0.0882,1,soft_sl,223.3915,216.87,0.04241,1.06,adx:strong|daily:aligned|obv:aligned|rsi:hot_long,39.27
BNB/USDT,2024-11-12 04:00:00,2024-11-12 08:00:00,long,654.66,656.07,3.414783,2237.93,1.7903,3.3569,0.9548,1,soft_sl,656.071,638.88,0.04704,1.176,market:trend|adx:strong|daily:aligned|obv:against,-1.28
SOL/USDT,2024-11-22 00:00:00,2024-11-22 04:00:00,long,256.59,263.43,5.783909,1503.88,1.2031,2.2558,0.0752,1,soft_sl,263.4325,255.95,0.0347,0.868,daily:aligned|obv:aligned|funding_window|daily_close,36.04
ETH/USDT,2024-11-23 20:00:00,2024-11-24 00:00:00,long,3410.21,3427.55,0.511407,1748.44,1.3988,2.6227,0.0874,1,soft_sl,3427.55,3348.99,0.03175,0.794,daily:aligned|obv:aligned|weekend,4.76
BNB/USDT,2024-11-30 12:00:00,2024-11-30 16:00:00,long,658.66,664.86,3.011551,1992.92,1.5943,2.9894,0.3526,1,soft_sl,664.8565,651.49,0.03175,0.794,daily:aligned|obv:aligned|weekend,13.72
ETH/USDT,2024-12-04 20:00:00,2024-12-05 00:00:00,long,3843.36,3883.85,0.720736,2784.64,2.2277,4.177,0.1392,1,soft_sl,3883.854,3803.64,0.04536,1.134,daily:aligned|obv:aligned,22.64
ETH/USDT,2024-12-06 20:00:00,2024-12-07 00:00:00,long,4071.0,4089.56,0.567446,2315.34,1.8523,3.473,0.7083,1,soft_sl,4089.5555,3986.77,0.04536,1.134,daily:aligned|obv:aligned,4.5
SOL/USDT,2024-12-20 00:00:00,2024-12-20 04:00:00,short,193.71,191.92,6.543618,1261.7,1.0094,1.8925,0.0631,1,soft_sl,191.9165,199.36,0.03779,0.945,market:trend|adx:strong|daily:aligned|obv:aligned|vol:elevated|funding_window|daily_close,8.77
SOL/USDT,2025-01-03 16:00:00,2025-01-03 20:00:00,long,217.27,219.33,11.49224,2508.74,2.007,3.7631,0.1254,1,soft_sl,219.327,214.6,0.04199,1.05,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:hot_long|funding_window,17.74
ETH/USDT,2025-01-04 00:00:00,2025-01-04 04:00:00,long,3607.9,3618.1,0.585125,2114.06,1.6912,3.1711,0.1057,1,soft_sl,3618.1,3564.08,0.02429,0.607,daily:aligned|obv:aligned|weekend|funding_window|daily_close,1.0
SOL/USDT,2025-01-06 20:00:00,2025-01-07 00:00:00,long,219.9,220.26,16.603728,3654.12,2.9233,5.4812,-0.0911,1,soft_sl,220.257,216.34,0.0499,1.247,adx:strong|daily:aligned|obv:aligned,-2.39
ETH/USDT,2025-01-06 20:00:00,2025-01-07 00:00:00,long,3686.46,3700.51,0.824269,3044.43,2.4355,4.5666,0.3044,1,soft_sl,3700.5105,3647.71,0.03343,1.247,adx:strong|daily:aligned|obv:aligned,4.27
SOL/USDT,2025-01-08 08:00:00,2025-01-08 12:00:00,short,195.56,194.56,12.235993,2386.73,1.9094,3.5801,0.1193,1,soft_sl,194.557,199.03,0.04199,1.05,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|funding_window,6.66
SOL/USDT,2025-01-13 16:00:00,2025-01-13 20:00:00,short,178.69,175.0,11.665674,2063.02,1.6504,3.0945,0.1032,1,soft_sl,175.001,180.03,0.04491,1.123,adx:strong|daily:aligned|obv:aligned|funding_window,38.19
BNB/USDT,2025-01-15 20:00:00,2025-01-16 00:00:00,long,708.16,713.74,6.228849,4428.41,3.5427,6.6426,0.0,1,soft_sl,713.7445,704.09,0.04536,1.134,daily:aligned|obv:aligned,24.6
SOL/USDT,2025-01-16 16:00:00,2025-01-16 20:00:00,long,208.99,214.45,10.344365,2190.09,1.7521,3.2851,0.1095,1,soft_sl,214.447,208.63,0.045,1.125,market:trend|adx:strong|daily:aligned|obv:aligned|funding_window,51.3
BNB/USDT,2025-01-27 08:00:00,2025-01-27 12:00:00,short,646.84,641.54,6.062626,3905.47,3.1244,5.8582,0.1953,1,soft_sl,641.536,650.55,0.04008,1.002,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:cold_short|funding_window,22.98
BNB/USDT,2025-02-02 04:00:00,2025-02-02 08:00:00,short,649.69,649.21,5.29508,3438.9,2.7511,5.1584,0.0,1,soft_sl,649.214,657.46,0.03175,0.794,daily:aligned|obv:aligned|weekend,-5.39
BNB/USDT,2025-02-02 20:00:00,2025-02-03 04:00:00,short,624.21,517.82,4.122721,2354.13,1.8833,3.5312,0.0,2,soft_sl,517.8155,528.68,0.03266,0.816,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|weekend,433.22
SOL/USDT,2025-02-03 00:00:00,2025-02-03 08:00:00,short,203.42,191.28,3.269071,645.15,0.5161,0.9677,0.0798,2,soft_sl,191.282,199.33,0.01899,0.709,market:trend|adx:strong|daily:aligned|obv:aligned|vol:elevated|weekly_open|funding_window|daily_close,38.12
SOL/USDT,2025-02-17 20:00:00,2025-02-18 00:00:00,short,176.97,176.88,15.70951,2779.44,2.2236,4.1692,-0.0973,1,soft_sl,176.885,181.44,0.04453,1.113,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:cold_short,-4.96
SOL/USDT,2025-02-24 08:00:00,2025-02-24 12:00:00,short,160.9,156.15,15.748035,2496.45,1.9972,3.7447,0.1248,1,soft_sl,156.1485,160.31,0.04082,1.021,daily:aligned|obv:aligned|funding_window,68.96
SOL/USDT,2025-02-28 08:00:00,2025-02-28 12:00:00,short,128.46,127.95,9.611535,1232.25,0.9858,1.8484,0.0616,1,soft_sl,127.95,133.7,0.03368,0.842,adx:strong|daily:aligned|obv:aligned|vol:high|funding_window,2.01
BNB/USDT,2025-02-28 08:00:00,2025-02-28 12:00:00,short,566.81,560.65,3.115424,1756.25,1.405,2.6344,0.0878,1,soft_sl,560.6475,575.45,0.02813,1.05,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|funding_window,15.07
ETH/USDT,2025-03-04 08:00:00,2025-03-04 12:00:00,short,2079.67,2070.97,0.626729,1300.66,1.0405,1.951,0.0489,1,soft_sl,2070.966,2168.39,0.03705,0.926,market:trend|adx:strong|daily:aligned|obv:aligned|vol:high|funding_window,2.41
BNB/USDT,2025-03-04 08:00:00,2025-03-04 12:00:00,short,564.78,563.48,3.304598,1864.22,1.4914,2.7963,0.1029,1,soft_sl,563.4795,578.52,0.03015,1.125,market:trend|adx:trend|daily:aligned|obv:aligned|funding_window,-0.09
BNB/USDT,2025-03-09 20:00:00,2025-03-10 00:00:00,short,560.15,551.39,4.279548,2378.44,1.9027,3.5677,0.2565,1,soft_sl,551.3865,561.79,0.02699,0.675,daily:aligned|obv:aligned|rsi:cold_short|weekend,31.78
ETH/USDT,2025-03-10 00:00:00,2025-03-10 04:00:00,short,2019.34,1997.41,0.406319,816.04,0.6528,1.2241,0.0408,1,soft_sl,1997.41,2061.59,0.01569,0.586,daily:aligned|obv:aligned|vol:elevated|weekly_open|funding_window|daily_close,6.99
SOL/USDT,2025-03-10 20:00:00,2025-03-11 00:00:00,short,119.64,117.8,9.201129,1092.38,0.8739,1.6386,0.1273,1,soft_sl,117.804,123.31,0.03036,0.759,adx:trend|daily:aligned|obv:aligned|vol:high|rsi:cold_short,14.25
ETH/USDT,2025-03-11 00:00:00,2025-03-11 04:00:00,short,1864.52,1769.3,0.423711,769.85,0.6159,1.1548,0.0385,1,soft_sl,1769.303,1848.92,0.02014,0.751,market:trend|adx:trend|daily:aligned|obv:aligned|vol:high|funding_window|daily_close,38.54
SOL/USDT,2025-03-28 12:00:00,2025-03-28 16:00:00,short,131.82,129.47,23.650248,3089.73,2.4718,4.6346,0.2889,1,soft_sl,129.4655,132.72,0.04536,1.134,daily:aligned|obv:aligned,48.29
ETH/USDT,2025-03-28 12:00:00,2025-03-28 16:00:00,short,1899.41,1874.85,1.334521,2518.41,2.0147,3.7776,0.0279,1,soft_sl,1874.845,1912.74,0.02984,1.113,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:cold_short,26.96
SOL/USDT,2025-04-03 04:00:00,2025-04-03 08:00:00,short,119.76,118.07,14.522434,1726.92,1.3815,2.5904,0.1262,1,soft_sl,118.0685,122.45,0.03674,0.919,adx:trend|daily:aligned|obv:against|vol:elevated,20.47
SOL/USDT,2025-04-03 20:00:00,2025-04-04 00:00:00,short,115.33,115.01,20.801309,2395.66,1.9165,3.5935,0.8057,1,soft_sl,115.007,119.15,0.0494,1.235,market:trend|adx:strong|daily:aligned|obv:aligned|vol:elevated,0.4
SOL/USDT,2025-04-07 00:00:00,2025-04-07 04:00:00,short,105.84,102.69,12.52128,1305.51,1.0444,1.9583,0.0653,1,soft_sl,102.6865,106.45,0.02705,0.676,market:trend|adx:trend|daily:aligned|obv:aligned|vol:elevated|weekly_open|funding_window|daily_close,36.42
SOL/USDT,2025-04-07 08:00:00,2025-04-07 12:00:00,short,97.07,96.88,13.118613,1272.2,1.0178,1.9083,0.0636,1,soft_sl,96.883,101.11,0.03149,0.787,market:trend|adx:strong|daily:aligned|obv:aligned|vol:high|rsi:cold_short|funding_window,-0.54
SOL/USDT,2025-04-22 20:00:00,2025-04-23 00:00:00,long,144.17,149.37,25.368145,3723.31,2.9786,5.585,0.3723,1,soft_sl,149.372,146.07,0.04763,1.191,adx:trend|daily:aligned|obv:aligned,123.03
SOL/USDT,2025-04-23 04:00:00,2025-04-23 08:00:00,long,149.15,151.78,23.332728,3510.72,2.8086,5.2661,0.1755,1,soft_sl,151.7765,148.3,0.04453,1.113,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:hot_long,53.03
ETH/USDT,2025-05-14 00:00:00,2025-05-14 04:00:00,long,2678.58,2718.0,0.75009,2023.96,1.6192,3.0359,0.2024,1,soft_sl,2718.003,2633.31,0.03435,0.859,adx:strong|daily:aligned|obv:aligned|vol:elevated|funding_window|daily_close,24.71
BNB/USDT,2025-05-22 00:00:00,2025-05-22 04:00:00,long,673.59,687.53,7.197946,4898.63,3.9189,7.348,0.0,1,soft_sl,687.53,678.56,0.0347,0.868,daily:aligned|obv:aligned|funding_window|daily_close,89.07
BNB/USDT,2025-05-22 08:00:00,2025-05-22 12:00:00,long,683.0,687.31,9.060535,6207.87,4.9663,9.3118,0.3104,1,soft_sl,687.3095,677.84,0.045,1.125,market:trend|adx:trend|daily:aligned|obv:aligned|funding_window,24.46
ETH/USDT,2025-06-04 20:00:00,2025-06-05 00:00:00,long,2622.36,2623.58,1.788498,4691.17,3.7529,7.0368,0.2346,1,soft_sl,2623.5755,2574.92,0.04536,1.134,daily:aligned|obv:aligned,-8.85
SOL/USDT,2025-06-05 20:00:00,2025-06-06 00:00:00,short,146.12,142.13,27.186034,3918.23,3.1346,5.8774,0.1959,1,soft_sl,142.1335,145.65,0.05,1.25,market:trend|adx:trend|daily:aligned|obv:aligned,99.17
BNB/USDT,2025-06-10 04:00:00,2025-06-10 08:00:00,long,664.03,664.32,16.49381,10954.77,8.7638,16.4322,0.5477,1,soft_sl,664.319,658.92,0.04536,1.134,daily:aligned|obv:aligned,-20.98
SOL/USDT,2025-06-11 00:00:00,2025-06-11 04:00:00,long,165.06,167.08,20.599921,3421.06,2.7368,5.1316,0.1711,1,soft_sl,167.083,163.46,0.03825,0.956,market:trend|adx:trend|daily:aligned|obv:aligned|funding_window|daily_close,33.63
ETH/USDT,2025-06-11 20:00:00,2025-06-12 00:00:00,long,2811.93,2827.29,1.61164,4544.2,3.6354,6.8163,0.2272,1,soft_sl,2827.2895,2766.18,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned,14.08
SOL/USDT,2025-06-13 08:00:00,2025-06-13 12:00:00,short,144.92,143.76,21.18047,3057.14,2.4457,4.5857,0.2834,1,soft_sl,143.7555,147.96,0.045,1.125,market:trend|adx:trend|daily:aligned|obv:aligned|funding_window,17.35
SOL/USDT,2025-06-20 20:00:00,2025-06-21 00:00:00,short,139.79,138.77,27.973664,3896.17,3.1169,5.8443,0.1948,1,soft_sl,138.77,142.31,0.0499,1.247,adx:strong|daily:aligned|obv:aligned,19.38
BNB/USDT,2025-06-21 20:00:00,2025-06-22 00:00:00,short,630.59,622.36,11.8188,7404.19,5.9234,11.1063,0.3702,1,soft_sl,622.362,628.26,0.03493,0.873,adx:strong|daily:aligned|obv:aligned|weekend,79.85
SOL/USDT,2025-06-22 04:00:00,2025-06-22 08:00:00,short,135.03,134.61,19.470972,2625.11,2.1001,3.9377,-0.1041,1,soft_sl,134.6135,138.26,0.03493,0.873,adx:strong|daily:aligned|obv:aligned|weekend,2.18
ETH/USDT,2025-06-22 04:00:00,2025-06-22 08:00:00,short,2263.5,2261.03,0.764384,1729.24,1.3834,2.5939,0.0305,1,soft_sl,2261.0265,2319.28,0.02188,0.816,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|weekend,-2.12
SOL/USDT,2025-06-30 20:00:00,2025-07-01 00:00:00,long,157.72,157.76,30.825511,4862.45,3.89,7.2937,0.2431,1,soft_sl,157.7625,154.47,0.0499,1.247,adx:strong|daily:aligned|obv:aligned,-10.12
BNB/USDT,2025-07-03 00:00:00,2025-07-03 04:00:00,long,659.96,661.14,15.476675,10223.13,8.1785,15.3347,0.0,1,soft_sl,661.1415,656.59,0.0347,0.868,daily:aligned|obv:aligned|funding_window|daily_close,-5.23
ETH/USDT,2025-07-09 00:00:00,2025-07-09 04:00:00,long,2613.97,2624.2,1.872392,4903.95,3.9232,7.3559,0.2404,1,soft_sl,2624.1955,2586.62,0.0347,0.868,daily:aligned|obv:aligned|funding_window|daily_close,7.63
ETH/USDT,2025-07-09 20:00:00,2025-07-10 00:00:00,long,2763.56,2780.34,2.026128,5616.32,4.4931,8.4245,0.2808,1,soft_sl,2780.339,2733.57,0.04665,1.166,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:hot_long,20.8
SOL/USDT,2025-07-10 00:00:00,2025-07-10 04:00:00,long,157.0,158.98,18.651287,2946.72,2.3574,4.4201,0.2947,1,soft_sl,158.9805,156.44,0.02325,0.868,daily:aligned|obv:aligned|funding_window|daily_close,29.87
BNB/USDT,2025-07-11 00:00:00,2025-07-11 04:00:00,long,686.3,691.03,11.713685,8066.83,6.4535,12.1002,0.0,1,soft_sl,691.0345,685.86,0.0295,0.737,daily:aligned|obv:aligned|rsi:hot_long|funding_window|daily_close,36.9
BNB/USDT,2025-07-14 12:00:00,2025-07-14 12:00:00,long,704.87,691.25,15.235362,10635.2,8.5082,15.9528,0.5318,1,soft_sl,691.25,684.44,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned,-232.5
SOL/USDT,2025-07-17 00:00:00,2025-07-17 04:00:00,long,173.65,174.72,20.359099,3546.26,2.837,5.3194,0.3546,1,soft_sl,174.721,171.04,0.03825,0.956,market:trend|adx:trend|daily:aligned|obv:aligned|funding_window|daily_close,13.29
BNB/USDT,2025-07-23 08:00:00,2025-07-23 12:00:00,long,794.87,807.08,5.688142,4556.07,3.6449,6.8341,1.093,1,soft_sl,807.0845,792.58,0.04199,1.05,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:hot_long|funding_window,57.91
BNB/USDT,2025-07-27 20:00:00,2025-07-28 00:00:00,long,830.96,845.44,4.03659,3383.48,2.7068,5.0752,0.1692,1,soft_sl,845.444,832.11,0.02699,0.675,daily:aligned|obv:aligned|rsi:hot_long|weekend,50.51
BNB/USDT,2025-08-09 12:00:00,2025-08-09 16:00:00,long,812.15,815.48,6.359857,5175.75,4.1406,7.7636,0.2588,1,soft_sl,815.482,805.11,0.03266,0.816,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:hot_long|weekend,9.03
BNB/USDT,2025-08-11 08:00:00,2025-08-11 12:00:00,long,812.12,816.22,8.035715,6542.43,5.2339,9.8136,0.3271,1,soft_sl,816.217,804.91,0.04491,1.123,adx:strong|daily:aligned|obv:aligned|funding_window,17.55
ETH/USDT,2025-08-12 20:00:00,2025-08-13 00:00:00,long,4515.18,4621.28,0.895079,4088.93,3.2711,6.1334,0.4089,1,soft_sl,4621.277,4524.95,0.04241,1.06,adx:strong|daily:aligned|obv:aligned|rsi:hot_long,85.15
SOL/USDT,2025-08-13 00:00:00,2025-08-13 04:00:00,long,191.77,198.42,11.672416,2277.21,1.8218,3.4158,0.1139,1,soft_sl,198.417,193.88,0.02563,0.956,market:trend|adx:trend|daily:aligned|obv:aligned|funding_window|daily_close,72.24
SOL/USDT,2025-08-13 08:00:00,2025-08-13 12:00:00,long,198.79,202.21,18.457696,3700.74,2.9606,5.5511,0.3701,1,soft_sl,202.207,197.4,0.04199,1.05,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:hot_long|funding_window,54.19
BNB/USDT,2025-08-13 12:00:00,2025-08-13 16:00:00,long,855.45,859.32,4.974872,4265.37,3.4123,6.3981,0.2133,1,soft_sl,859.3175,845.92,0.03126,1.166,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:hot_long,9.22
ETH/USDT,2025-08-23 00:00:00,2025-08-23 04:00:00,long,4830.36,4830.37,0.36133,1745.36,1.3963,2.618,0.1745,1,soft_sl,4830.3685,4707.9,0.02065,0.516,daily:aligned|obv:aligned|rsi:hot_long|weekend|funding_window|daily_close,-4.19
SOL/USDT,2025-09-09 12:00:00,2025-09-09 16:00:00,long,217.19,218.28,26.627892,5797.8,4.6382,8.6967,0.5798,1,soft_sl,218.278,214.63,0.04536,1.134,daily:aligned|obv:aligned,15.06
SOL/USDT,2025-09-10 20:00:00,2025-09-11 00:00:00,long,221.14,224.07,23.929864,5326.94,4.2615,7.9904,0.2638,1,soft_sl,224.0725,220.0,0.04536,1.134,daily:aligned|obv:aligned,57.66
BNB/USDT,2025-09-10 20:00:00,2025-09-11 00:00:00,long,891.2,895.08,8.141677,7271.68,5.8173,10.9075,0.0,1,soft_sl,895.0845,886.66,0.03191,1.191,adx:trend|daily:aligned|obv:aligned,14.9
SOL/USDT,2025-09-11 20:00:00,2025-09-12 00:00:00,long,226.51,228.5,27.291367,6208.91,4.9671,9.3134,0.3104,1,soft_sl,228.499,224.5,0.0499,1.247,adx:strong|daily:aligned|obv:aligned,39.69
BNB/USDT,2025-09-17 00:00:00,2025-09-17 04:00:00,long,956.26,962.58,7.561921,7255.07,5.8041,10.8826,1.1277,1,soft_sl,962.584,951.43,0.03825,0.956,market:trend|adx:strong|daily:aligned|obv:aligned|funding_window|daily_close,30.01
BNB/USDT,2025-09-20 20:00:00,2025-09-21 00:00:00,long,1019.53,1045.43,4.736392,4890.23,3.9122,7.3353,0.0,1,soft_sl,1045.4295,1031.52,0.02969,0.742,adx:strong|daily:aligned|obv:aligned|rsi:hot_long|weekend,111.42
BNB/USDT,2025-10-02 20:00:00,2025-10-03 00:00:00,long,1074.63,1096.48,6.262061,6797.82,5.4383,10.1967,0.3399,1,soft_sl,1096.4835,1081.07,0.04241,1.06,adx:strong|daily:aligned|obv:aligned|rsi:hot_long,120.87
BNB/USDT,2025-10-06 12:00:00,2025-10-06 16:00:00,long,1223.19,1237.7,3.981839,4899.43,3.9195,7.3491,0.245,1,soft_sl,1237.6995,1212.82,0.04241,1.06,adx:strong|daily:aligned|obv:aligned|rsi:hot_long,46.26
ETH/USDT,2025-10-06 20:00:00,2025-10-07 00:00:00,long,4720.85,4732.87,1.428847,6753.96,5.4032,10.1309,0.6754,1,soft_sl,4732.869,4662.84,0.04241,1.06,adx:strong|daily:aligned|obv:aligned|rsi:hot_long,0.96
BNB/USDT,2025-10-27 16:00:00,2025-10-27 20:00:00,long,1143.0,1151.5,4.386101,5031.95,4.0256,7.5479,0.2516,1,soft_sl,1151.5,1129.54,0.04082,1.021,daily:aligned|obv:aligned|funding_window,25.46
ETH/USDT,2025-10-30 00:00:00,2025-10-30 04:00:00,short,3900.38,3885.06,1.037715,4039.54,3.2316,6.0593,0.1369,1,soft_sl,3885.063,3964.39,0.0347,0.868,daily:aligned|obv:aligned|funding_window|daily_close,6.47
ETH/USDT,2025-10-30 20:00:00,2025-10-31 00:00:00,short,3685.25,3679.37,1.238962,4562.24,3.6498,6.8434,-0.1469,1,soft_sl,3679.368,3764.75,0.04453,1.113,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:cold_short,-3.06
SOL/USDT,2025-11-03 08:00:00,2025-11-03 12:00:00,short,176.37,173.59,23.779091,4160.87,3.3287,6.2413,0.7094,1,soft_sl,173.5905,177.87,0.04287,1.072,adx:trend|daily:aligned|obv:aligned|funding_window,55.81
ETH/USDT,2025-11-03 20:00:00,2025-11-04 00:00:00,short,3629.61,3567.04,1.502574,5406.75,4.3254,8.1101,0.2703,1,soft_sl,3567.0415,3646.97,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned,81.31
ETH/USDT,2025-11-04 12:00:00,2025-11-04 16:00:00,short,3527.78,3479.84,1.41475,4957.02,3.9656,7.4355,-0.2417,1,soft_sl,3479.84,3566.17,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned,56.66
SOL/USDT,2025-11-14 00:00:00,2025-11-14 04:00:00,short,144.63,142.92,16.397498,2357.56,1.8861,3.5363,0.1179,1,soft_sl,142.9215,147.63,0.03123,0.781,daily:aligned|obv:aligned|vol:elevated|funding_window|daily_close,22.47
SOL/USDT,2025-11-18 00:00:00,2025-11-18 04:00:00,short,130.9,129.2,20.502429,2666.34,2.1331,3.9995,-0.0559,1,soft_sl,129.2,133.36,0.03435,0.859,adx:strong|daily:aligned|obv:aligned|vol:elevated|funding_window|daily_close,28.78
ETH/USDT,2025-11-18 00:00:00,2025-11-18 04:00:00,short,3030.06,2956.32,0.701853,2100.78,1.6806,3.1512,-0.1902,1,soft_sl,2956.3225,3046.77,0.02557,0.954,adx:strong|daily:aligned|obv:aligned|funding_window|daily_close,47.11
ETH/USDT,2025-11-20 00:00:00,2025-11-20 04:00:00,short,3024.08,3006.51,0.887654,2676.54,2.1412,4.0148,0.1338,1,soft_sl,3006.5105,3099.61,0.03279,0.82,adx:trend|daily:aligned|obv:aligned|vol:elevated|funding_window|daily_close,9.31
BNB/USDT,2025-11-20 00:00:00,2025-11-20 04:00:00,short,897.65,894.25,3.139937,2813.23,2.2506,4.2198,0.1407,1,soft_sl,894.25,914.82,0.02563,0.956,market:trend|adx:strong|daily:aligned|obv:aligned|funding_window|daily_close,4.06
ETH/USDT,2025-11-21 00:00:00,2025-11-21 04:00:00,short,2832.96,2778.47,1.037177,2910.03,2.328,4.365,-0.097,1,soft_sl,2778.475,2870.54,0.03779,0.945,market:trend|adx:strong|daily:aligned|obv:aligned|vol:elevated|funding_window|daily_close,49.91
SOL/USDT,2025-11-21 12:00:00,2025-11-21 16:00:00,short,124.24,121.95,19.745736,2430.64,1.9445,3.646,0.1215,1,soft_sl,121.9535,127.03,0.03929,0.982,market:trend|adx:trend|daily:aligned|obv:aligned|vol:high,39.44
ETH/USDT,2025-11-21 12:00:00,2025-11-21 16:00:00,short,2687.44,2630.12,0.717981,1908.95,1.5272,2.8634,0.0954,1,soft_sl,2630.116,2730.1,0.02813,1.05,market:trend|adx:strong|daily:aligned|obv:aligned|vol:elevated|rsi:cold_short,36.67
ETH/USDT,2025-12-01 08:00:00,2025-12-01 12:00:00,short,2838.43,2828.71,1.985117,5624.97,4.5,8.4375,-0.4363,1,soft_sl,2828.7145,2881.97,0.04082,1.021,daily:aligned|obv:aligned|funding_window,6.79
SOL/USDT,2025-12-01 20:00:00,2025-12-02 00:00:00,short,123.79,123.76,35.487342,4392.37,3.5139,6.5886,0.2196,1,soft_sl,123.756,126.57,0.03856,0.964,daily:aligned|obv:aligned|rsi:cold_short,-9.12
BNB/USDT,2025-12-01 20:00:00,2025-12-02 00:00:00,short,814.72,814.58,5.829166,4748.74,3.799,7.1231,0.2374,1,soft_sl,814.584,829.49,0.0335,1.25,market:trend|adx:trend|daily:aligned|obv:aligned,-10.37
